id,nome_produto,modelo_mensagem,tipo_mensagem,bandeira,tag,descricao,mensagem,updated_at
dc7412c7-d1c7-47d5-9e8f-5926882bbbd2,CONCILIACAO_MASTERCARD_SINGLE_MESSAGE,SINGLE_MESSAGE,CONCILIACAO,MASTERCARD,marcelo,testes,C6D9C5C3F2F4F1F9F8F6F8F4F0C9F0F3F0F1F0F3F1F9F2F6F2F0F1F3F0F0F1F6F5F2F3F4F3F1F1F4F0F5F1F4F6F7F8F6404040F0F0F0F0F0F0F4F9F2F7F2F2F5F5F4F2F0F7F1F6F0F7F8F0F4F0F1F2F7F2F2F1F1F2F1F0F0F0F2F4F8F1F0F0F4F0F1F0F14040F0F0D4E2F1F2F5F1F0F2F1F040404040D4D7F7F0F7F6F8F4F0F2F0F0F0F0F0F0F0F0F8F9F9F9C4F0F0F0F0F0F0F0F0F0F0F0F0C4F0F0F0F0F0F0F0F0C4F8F4F0F2F1F1F0F0F0F0F0F0F0F0F0F0F0F0F0F0F8F9F9F9C4F0F0F0F0F0F0F0F0F5F8C3404040404040404040404040404040F4D5E8E840F0F0F0F0F0F0F0F1F2F5F0F0404040404040404040404040F2F8F6F8F4F040C6D7E2E3F2F4F1F9F8F6F8F4F0F0F0F0F0F0F1F4F0F0F1F3F1F7F0F0F0F6F2F8F2F7F1F9F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0404040404040404040F1F9F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0404040404040404040E2C6D440F1F8F5404040404040404040404040404040D6D9D3C1D5C4D6404040404040404040E4E2C1D5D5F0F0F0F0F0F0F0F0F0F1F0F0F4F0F1F0F0F0F0F0F0F0F4F7F8F0F4F9F8F6C4F2404040F0F0F0F3F0F140404040404040404040404040404040404040404040404040404040404040404040404040F0F1F0F0F0F0F0F0F0F0F0404040404040404040404040404040404040404040404040,2026-03-29T17:03:44.931018100
51824871-2642-4bc9-946a-0cc1b442f3b6,CONCILIACAO_MASTERCARD_DUAL_MESSAGE,DUAL_MESSAGE,CONCILIACAO,MASTERCARD,gabriel,testes,F1F2F4F0FCD0074284E1E2020200000C10000000F1F6F5F3F2F0F0F1F0F0F0F7F0F4F4F6F3F0F0F0F2F0F0F0F0F0F0F0F0F0F0F2F5F0F0F0F0F0F0F0F0F0F0F2F5F0F0F0F0F0F0F0F0F0F0F2F5F0F0F0F6F1F0F0F0F0F0F0F6F1F0F0F0F0F0F0F2F6F0F3F2F0F1F6F2F1F0F3D4F1F0F9F0F1C3F1F9F0F0F1F0F0F0F2F0F0F8F6F6F1F2F3F2F2F7F1F1F6F2F6F0F8F0F0F3F5F1F0F8F2F5F1F6F2F5F0F6F0F3F0F8F2F9F8F3F7F9F0F7F2F0F4F4F8F7F7F8F1F1F0F0F0F4F3F1F0F0F1F3404040F5F3D7C1D9D6D8E4C9C140E2C1D5E3C1D5C1E0C1E540E3D9C9D5E3C1E0D9C9D640C3D3C1D9D6E0F1F3F5F0F0F2F7F04040E2D740C2D9C1F2F6F4F0F0F0F2F0F0F3D4C4E2F0F0F0F3F0F0F3D4C4E2F0F0F1F5F0F0F7F2F6F0F3F2F0F1F0F0F2F3F0F0F3D7D6C9F0F1F4F6F0F3F6F0F0F2F9F0F1F9F8F6F0F0F0F0F0F0F0F0F0F3F0F9F8F6F0F0F0F0F0F0F3F0F0F1F4F8F0F0F4F9F8F6F2F0F1F5F8F0F3F1C4D4C3F4F0F7F6F0F0F0C9C1F2F6F0F3F2F1F0F4F0C4D4C3D5D5D5D5D5D5D5D5F0F1F5F9F0F6F7F3F1F6F840404040404040F0F0F0F0F0F0F0F0F3F1F6F8404040404040404040404040404040F3D3C1F0F0F0F9F8F6F2F0D5F2F6F0F3F2F1F0F4F2F6F0F3F2F3F0F1F0F1F6F5F0F3F0D440404040404040404040404040404040404040404040404040404040404040404040F0F1F7F7F0F0F2D540F0F1F9F1F0F0F1F2F9F8F6F9F8F6F9F8F6F1F1F99F0306000000000000009F1A0200769F3602004982023900840AA0000000041010D07612950500000480009A032603209C01005F2A0209869F3704D8699B949F10120710A040032200000000000000000000FF9F2608763D97D5302436789F2701809F34034203009F02060000000250009F3303E0F0E8F0F1F640D4C4E2D3E9D2C4E3F7F0F3F2F04040F0F0F4F5F0F8F6F1F0F6F0F0F3F1F6F8F0F6F0F3F0F8F2F9F0F6F0F0F3F1F6F8,2026-03-29T18:06:34.634270500
25954a8c-2dca-40d7-a305-1af3e9d6f2cd,COMPRA_NACIONAL_COM_CHIP_SENHA_VISA,DUAL_MESSAGE,AUTORIZACAO,VISA,marcelo,testes,0100F664668128F0BA3600000000010000001048248100617227060020000000000064000000000012230321133832719109385000703204553300760510000000064894092504824810061722706D32042200900087500027F6F0F8F0F1F3F5F0F0F0F7F0D7E5F1F0F2F8F5F3F0F7F9F6F5F2F7F4F3404040404040C7C5C5C6D7C5D3404040404040404040404040404040404040E2C1D3E5C1C4D6D94040404040C2D90940404040F14040404009860840D6E6CA3D2462837320010101000000005001004D9F3303E0F0C8950500800480009F370455966AD59F100706071203A020239F2608F2A1CE985A8CF9899F36020210820238009C01009F1A0200769A032603219F02060000000064005F2A0209860DF0F0F0F0F0F4F0F3F0F0F1F6F104050000131BC0000C0000000000C50586080491136479F0F5F0F0F0F0F0F0F0F00580000000020757000483026085,2026-03-29T17:08:09.553013300
dbb082f4-e030-459b-864e-6a4961da87e5,COMPRA_NACIONAL_COM_TOKEN_MASTER,SINGLE_MESSAGE,AUTORIZACAO,MASTERCARD,marcelo,testes,F0F2F0F0F2200401808100020000000000000040F1F6F5F8F9F9F1F6F0F0F0F0F1F1F1F1F2F2F0F0F0F0F0F0F0F0F0F0F0F0F0F0F1F0F1F2F0F3F2F0F1F0F1F2F5F8F1F3F1F0F0F8F0F5F1F0F9F1F2F3F4F5F6F7F8F9F1F0F1F2F3F4F5F6F7F8F9F0E3C5D9D4F1F2F3F4F0F0F8D9F0F5F1F5F4F5F4F0F1F2D4C4E2F1F2F3F4F5F6F7F8F9F0F2F3D4C1D9C3C5D3D640D4C5E2E2C9C1E240C7C1C2D9C9C5D3,2026-03-29T17:09:47.730932300
c6ef1b37-f2cb-49e4-a0de-b0ee99a17225,COMPRA_NACIONAL_CONTACTLESS_COM_SENHA_MASTER,DUAL_MESSAGE,AUTORIZACAO,MASTERCARD,messias,testes,F0F1F0F0F2200400000110020000000000000040F1F6F5F8F9F9F1F6F0F0F0F0F1F1F1F1F2F2F0F0F0F0F0F0F0F0F0F0F0F0F0F0F1F0F1F2F0F3F2F0F1F0F1F2F5F8F1F2F3F4F5F6F0F5F1F0F0F8D9F0F5F1F5F4F5F4F1F1F1F1F1F1F1F2F0F1F2D4C4E2F1F2F3F4F5F6F7F8F9F0F1F5D4C1D9C3C5D3D640D4C5E2E2C9C1E2,2026-03-29T18:06:19.580582200
ad8f8ff0-93d6-49fd-96b6-ec1bad07da95,ESTORNO_MASTERCARD_DUAL_MESSAGE,DUAL_MESSAGE,AUTORIZACAO,MASTERCARD,gabriel,testes,F0F4F0F0F2204000000000000000004000000000F1F6F5F3F2F0F0F1F0F0F0F0F0F0F1F2F3F4F0F0F2F0F0F0F0F0F0F0F0F0F0F0F1F0F1F4F0F3F2F2F1F0F1F4F4F5F9F9F9F9F9F9F5F8F9F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F1F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0,2026-03-29T18:10:12.233828300
f052848e-7e01-4992-9501-1ed2fc07f032,ESTORNO_MASTERCARD_DUAL_MESSAGE,SINGLE_MESSAGE,AUTORIZACAO,MASTERCARD,marcelo,testes,F0F4F2F0F2204000000000000000004000000000F1F6F5F8F9F9F1F6F0F0F0F0F0F0F1F2F3F4F0F0F2F0F0F0F0F0F0F0F0F0F0F0F1F0F1F3F0F3F2F2F1F0F1F4F4F5F9F9F9F9F9F9F5F8F9F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F1F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0,2026-03-29T18:11:24.096941500
d0eec495-10cc-4521-a6c8-737ab59f399e,ESTORNO_VISA,DUAL_MESSAGE,AUTORIZACAO,VISA,gabriel,testes,0400F220400000000000000000400000000010490172000000998800000000000000454803201214458888888985F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F9F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0,2026-03-29T18:14:39.479125400
f2a3df11-b6fd-4360-b9fd-678e582e4751,fsdfdsfsd,SINGLE_MESSAGE,AUTORIZACAO,MASTERCARD,fdfdsfsddfs,dfsfsdfsddfs,F0F2F0F0F2200401808100020000000000000040F1F6F5F8F9F9F1F6F0F0F0F0F1F1F1F1F2F2F0F0F0F0F0F0F0F0F0F0F0F0F0F0F1F0F1F2F0F3F2F0F1F0F1F2F5F8F1F3F1F0F0F8F0F5F1F0F9F1F2F3F4F5F6F7F8F9F1F0F1F2F3F4F5F6F7F8F9F0E3C5D9D4F1F2F3F4F0F0F8D9F0F5F1F5F4F5F4F0F1F2D4C4E2F1F2F3F4F5F6F7F8F9F0F2F3D4C1D9C3C5D3D640D4C5E2E2C9C1E240C7C1C2D9C9C5D3,2026-03-29T19:30:29.822070900
700ab673-5c82-4a7e-914d-0e176ccf0aa8,dasdas,SINGLE_MESSAGE,CONCILIACAO,MASTERCARD,asddasdsa,,C6D9C5C3F2F4F1F9F8F6F8F4F0C9F0F3F0F1F0F3F1F9F2F6F2F0F1F3F0F0F1F6F5F2F3F4F3F1F1F4F0F5F1F4F6F7F8F6404040F0F0F0F0F0F0F4F9F2F7F2F2F5F5F4F2F0F7F1F6F0F7F8F0F4F0F1F2F7F2F2F1F1F2F1F0F0F0F2F4F8F1F0F0F4F0F1F0F14040F0F0D4E2F1F2F5F1F0F2F1F040404040D4D7F7F0F7F6F8F4F0F2F0F0F0F0F0F0F0F0F8F9F9F9C4F0F0F0F0F0F0F0F0F0F0F0F0C4F0F0F0F0F0F0F0F0C4F8F4F0F2F1F1F0F0F0F0F0F0F0F0F0F0F0F0F0F0F8F9F9F9C4F0F0F0F0F0F0F0F0F5F8C3404040404040404040404040404040F4D5E8E840F0F0F0F0F0F0F0F1F2F5F0F0404040404040404040404040F2F8F6F8F4F040C6D7E2E3F2F4F1F9F8F6F8F4F0F0F0F0F0F0F1F4F0F0F1F3F1F7F0F0F0F6F2F8F2F7F1F9F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0404040404040404040F1F9F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0404040404040404040E2C6D440F1F8F5404040404040404040404040404040D6D9D3C1D5C4D6404040404040404040E4E2C1D5D5F0F0F0F0F0F0F0F0F0F1F0F0F4F0F1F0F0F0F0F0F0F0F4F7F8F0F4F9F8F6C4F2404040F0F0F0F3F0F140404040404040404040404040404040404040404040404040404040404040404040404040F0F1F0F0F0F0F0F0F0F0F0404040404040404040404040404040404040404040404040,2026-03-29T19:31:29.927478700
